sep=,
"Time","localhost:8060"
2023-01-03 22:04:00,
2023-01-03 22:06:00,
2023-01-03 22:08:00,
2023-01-03 22:10:00,
2023-01-03 22:12:00,
2023-01-03 22:14:00,
2023-01-03 22:16:00,
2023-01-03 22:18:00,
2023-01-03 22:20:00,
2023-01-03 22:22:00,
2023-01-03 22:24:00,
2023-01-03 22:26:00,
2023-01-03 22:28:00,
2023-01-03 22:30:00,
2023-01-03 22:32:00,
2023-01-03 22:34:00,
2023-01-03 22:36:00,
2023-01-03 22:38:00,
2023-01-03 22:40:00,
2023-01-03 22:42:00,
2023-01-03 22:44:00,
2023-01-03 22:46:00,
2023-01-03 22:48:00,
2023-01-03 22:50:00,
2023-01-03 22:52:00,
2023-01-03 22:54:00,
2023-01-03 22:56:00,
2023-01-03 22:58:00,
2023-01-03 23:00:00,
2023-01-03 23:02:00,
2023-01-03 23:04:00,
2023-01-03 23:06:00,
2023-01-03 23:08:00,
2023-01-03 23:10:00,
2023-01-03 23:12:00,
2023-01-03 23:14:00,
2023-01-03 23:16:00,
2023-01-03 23:18:00,
2023-01-03 23:20:00,
2023-01-03 23:22:00,
2023-01-03 23:24:00,
2023-01-03 23:26:00,
2023-01-03 23:28:00,
2023-01-03 23:30:00,
2023-01-03 23:32:00,
2023-01-03 23:34:00,
2023-01-03 23:36:00,
2023-01-03 23:38:00,
2023-01-03 23:40:00,
2023-01-03 23:42:00,
2023-01-03 23:44:00,
2023-01-03 23:46:00,
2023-01-03 23:48:00,
2023-01-03 23:50:00,
2023-01-03 23:52:00,
2023-01-03 23:54:00,
2023-01-03 23:56:00,
2023-01-03 23:58:00,
2023-01-04 00:00:00,
2023-01-04 00:02:00,
2023-01-04 00:04:00,
2023-01-04 00:06:00,
2023-01-04 00:08:00,
2023-01-04 00:10:00,
2023-01-04 00:12:00,
2023-01-04 00:14:00,
2023-01-04 00:16:00,
2023-01-04 00:18:00,
2023-01-04 00:20:00,
2023-01-04 00:22:00,
2023-01-04 00:24:00,
2023-01-04 00:26:00,
2023-01-04 00:28:00,
2023-01-04 00:30:00,
2023-01-04 00:32:00,
2023-01-04 00:34:00,
2023-01-04 00:36:00,
2023-01-04 00:38:00,
2023-01-04 00:40:00,
2023-01-04 00:42:00,
2023-01-04 00:44:00,
2023-01-04 00:46:00,
2023-01-04 00:48:00,
2023-01-04 00:50:00,
2023-01-04 00:52:00,
2023-01-04 00:54:00,
2023-01-04 00:56:00,
2023-01-04 00:58:00,
2023-01-04 01:00:00,
2023-01-04 01:02:00,
2023-01-04 01:04:00,
2023-01-04 01:06:00,
2023-01-04 01:08:00,
2023-01-04 01:10:00,
2023-01-04 01:12:00,
2023-01-04 01:14:00,
2023-01-04 01:16:00,
2023-01-04 01:18:00,
2023-01-04 01:20:00,
2023-01-04 01:22:00,
2023-01-04 01:24:00,
2023-01-04 01:26:00,
2023-01-04 01:28:00,
2023-01-04 01:30:00,
2023-01-04 01:32:00,
2023-01-04 01:34:00,
2023-01-04 01:36:00,
2023-01-04 01:38:00,
2023-01-04 01:40:00,
2023-01-04 01:42:00,
2023-01-04 01:44:00,
2023-01-04 01:46:00,
2023-01-04 01:48:00,
2023-01-04 01:50:00,
2023-01-04 01:52:00,
2023-01-04 01:54:00,
2023-01-04 01:56:00,
2023-01-04 01:58:00,
2023-01-04 02:00:00,
2023-01-04 02:02:00,
2023-01-04 02:04:00,
2023-01-04 02:06:00,
2023-01-04 02:08:00,
2023-01-04 02:10:00,
2023-01-04 02:12:00,
2023-01-04 02:14:00,
2023-01-04 02:16:00,
2023-01-04 02:18:00,
2023-01-04 02:20:00,
2023-01-04 02:22:00,
2023-01-04 02:24:00,
2023-01-04 02:26:00,
2023-01-04 02:28:00,
2023-01-04 02:30:00,
2023-01-04 02:32:00,
2023-01-04 02:34:00,
2023-01-04 02:36:00,
2023-01-04 02:38:00,
2023-01-04 02:40:00,
2023-01-04 02:42:00,
2023-01-04 02:44:00,
2023-01-04 02:46:00,
2023-01-04 02:48:00,
2023-01-04 02:50:00,
2023-01-04 02:52:00,
2023-01-04 02:54:00,
2023-01-04 02:56:00,
2023-01-04 02:58:00,
2023-01-04 03:00:00,
2023-01-04 03:02:00,
2023-01-04 03:04:00,
2023-01-04 03:06:00,
2023-01-04 03:08:00,
2023-01-04 03:10:00,
2023-01-04 03:12:00,
2023-01-04 03:14:00,
2023-01-04 03:16:00,
2023-01-04 03:18:00,
2023-01-04 03:20:00,
2023-01-04 03:22:00,
2023-01-04 03:24:00,
2023-01-04 03:26:00,
2023-01-04 03:28:00,
2023-01-04 03:30:00,
2023-01-04 03:32:00,
2023-01-04 03:34:00,
2023-01-04 03:36:00,
2023-01-04 03:38:00,
2023-01-04 03:40:00,
2023-01-04 03:42:00,
2023-01-04 03:44:00,
2023-01-04 03:46:00,
2023-01-04 03:48:00,
2023-01-04 03:50:00,
2023-01-04 03:52:00,
2023-01-04 03:54:00,
2023-01-04 03:56:00,
2023-01-04 03:58:00,
2023-01-04 04:00:00,
2023-01-04 04:02:00,
2023-01-04 04:04:00,
2023-01-04 04:06:00,
2023-01-04 04:08:00,
2023-01-04 04:10:00,
2023-01-04 04:12:00,
2023-01-04 04:14:00,
2023-01-04 04:16:00,
2023-01-04 04:18:00,
2023-01-04 04:20:00,
2023-01-04 04:22:00,
2023-01-04 04:24:00,
2023-01-04 04:26:00,
2023-01-04 04:28:00,
2023-01-04 04:30:00,
2023-01-04 04:32:00,
2023-01-04 04:34:00,
2023-01-04 04:36:00,
2023-01-04 04:38:00,
2023-01-04 04:40:00,
2023-01-04 04:42:00,
2023-01-04 04:44:00,
2023-01-04 04:46:00,
2023-01-04 04:48:00,
2023-01-04 04:50:00,
2023-01-04 04:52:00,
2023-01-04 04:54:00,
2023-01-04 04:56:00,0.292
2023-01-04 04:58:00,0.147
2023-01-04 05:00:00,0.0311
2023-01-04 05:02:00,0.0483
2023-01-04 05:04:00,0.0405
2023-01-04 05:06:00,0.0381
2023-01-04 05:08:00,0.0469
2023-01-04 05:10:00,0.0434
2023-01-04 05:12:00,0.0437
2023-01-04 05:14:00,0.0370
2023-01-04 05:16:00,0.0465
2023-01-04 05:18:00,0.0387
2023-01-04 05:20:00,0.0390
2023-01-04 05:22:00,0.0408
2023-01-04 05:24:00,0.0454
2023-01-04 05:26:00,0.0482
2023-01-04 05:28:00,0.0501
2023-01-04 05:30:00,0.0489
2023-01-04 05:32:00,0.0508
2023-01-04 05:34:00,0.0494
2023-01-04 05:36:00,0.0446
2023-01-04 05:38:00,0.0460
2023-01-04 05:40:00,0.0537
2023-01-04 05:42:00,0.0475
2023-01-04 05:44:00,0.0464
2023-01-04 05:46:00,0.0431
2023-01-04 05:48:00,0.0440
2023-01-04 05:50:00,0.0471
2023-01-04 05:52:00,0.0421
2023-01-04 05:54:00,0.0445
2023-01-04 05:56:00,0.0365
2023-01-04 05:58:00,0.0425
2023-01-04 06:00:00,0.0369
2023-01-04 06:02:00,0.0393
2023-01-04 06:04:00,0.0367
2023-01-04 06:06:00,0.0399
2023-01-04 06:08:00,0.0412
2023-01-04 06:10:00,0.0398
2023-01-04 06:12:00,0.0430
2023-01-04 06:14:00,0.0419
2023-01-04 06:16:00,0.0397
2023-01-04 06:18:00,0.0407
2023-01-04 06:20:00,0.0351
2023-01-04 06:22:00,0.0443
2023-01-04 06:24:00,0.0373
2023-01-04 06:26:00,0.0424
2023-01-04 06:28:00,0.0420
2023-01-04 06:30:00,0.0420
2023-01-04 06:32:00,0.0438
2023-01-04 06:34:00,0.0443
2023-01-04 06:36:00,0.0397
2023-01-04 06:38:00,0.0423
2023-01-04 06:40:00,0.0390
2023-01-04 06:42:00,0.0449
2023-01-04 06:44:00,0.0440
2023-01-04 06:46:00,0.0418
2023-01-04 06:48:00,0.0446
2023-01-04 06:50:00,0.0434
2023-01-04 06:52:00,0.0421
2023-01-04 06:54:00,0.0444
2023-01-04 06:56:00,0.0439
2023-01-04 06:58:00,0.0421
2023-01-04 07:00:00,0.0456
2023-01-04 07:02:00,0.0445
2023-01-04 07:04:00,0.0398
2023-01-04 07:06:00,0.0419
2023-01-04 07:08:00,0.0441
2023-01-04 07:10:00,0.0447
2023-01-04 07:12:00,0.0443
2023-01-04 07:14:00,0.0425
2023-01-04 07:16:00,0.0431
2023-01-04 07:18:00,0.0442
2023-01-04 07:20:00,0.0424
2023-01-04 07:22:00,0.0417
2023-01-04 07:24:00,0.0431
2023-01-04 07:26:00,0.0432
2023-01-04 07:28:00,0.0449
2023-01-04 07:30:00,0.0441
2023-01-04 07:32:00,0.0424
2023-01-04 07:34:00,0.0441
2023-01-04 07:36:00,0.0435
2023-01-04 07:38:00,0.0418
2023-01-04 07:40:00,0.0454
2023-01-04 07:42:00,0.0415
