source,cpu,mem,lat
u: LaruYan,0.42951230149981845,0.7642333680990563,0.028810353148135626
u: LateRoomsGroup,0.42564950759336306,0.7642138809931294,0.028702073769069
u: Lauriy,0.423577029898732,0.764614976984745,0.02844995260058252
u: Leask,0.43284972874420086,0.7653031819530316,0.02996547574168397
u: Liampronan,0.42539087318603325,0.764342974418576,0.02853835261436048
u: Licht-T,0.4272888976860612,0.7649008407132164,0.02869152781902911
u: LingyuCoder,0.4284854805403219,0.7618441830407987,0.029044906014228267
u: LiterallyElvis,0.42427496295402173,0.7624014440249831,0.028998665265619873
u: LiviuArln,0.42229494634363757,0.76537859072761,0.028707875410230607
u: LiviusP,0.4550087254190721,0.7576003552337013,0.03173994008890857
u: LiyinZ,0.42441917529157097,0.7659765991911186,0.028604190897598143
u: LordAlbior,0.5923333333333327,0.7428836276866578,0.04281118881118891
u: Lowdive,0.451231946237847,0.7582035882332685,0.030819290118717698
u: LucBos,0.42720584040596654,0.7655588882576952,0.02878195502133523
u: LukasRypl,0.5835462962962974,0.7247036672360224,0.04382539524738199
u: LukyVj,0.42449639053204324,0.7639267733888431,0.029058404569912256
u: LydKo,0.4272319429573858,0.7615790594075568,0.029253853402020115
u: MDMoll,0.4285277449596064,0.7643165011076788,0.028692784001896027
u: MSylvia,0.4287044599493013,0.7625568829883713,0.028952817174814325
u: MadMub,0.42352210675434593,0.7642722669260299,0.02851529313953816
u: MakotoIshisaka,0.4257065335765053,0.7638037772986725,0.028542070432456244
u: Malanius,0.4519348840118841,0.7449665330410099,0.03583322246498435
u: Marak,0.43073175433424643,0.7653461852514378,0.028997518217722448
u: MarlaStromponsky,0.5169688048812751,0.7409775589239159,0.03826097301457865
u: Martinfx,0.46232146055071643,0.7379814311731958,0.03836077914619096
u: Mati365,0.4403751690869245,0.7581445778823654,0.03097383999326001
u: MatthiasKainer,0.42933599076425577,0.7602804027051532,0.029041375853748216
u: MauricioTorre,0.428810391094809,0.7634525571691764,0.028763542438975966
u: MayasHaddad,0.4259156723137301,0.764695787572925,0.028740018155334997
u: MerlotCode,0.43703165129220256,0.76566536129264,0.029682339947672037
u: Metapyziks,0.4471602226509766,0.7589185446621038,0.030949718474299275
u: MichaelJCole,0.4291119658132843,0.7658791305898041,0.029269654436028355
u: MichalPaszkiewicz,0.42795361131186715,0.7643328823488473,0.028770308810021437
u: MichelMouchon,0.46496159549158916,0.7339485986024956,0.04161695648183595
u: MichielCuijpers,0.45977777777777745,0.7339606267315988,0.042969962799522296
u: MiggBriones,0.43556296507771164,0.7643380755325047,0.029470093446729007
u: MightyAx,0.41903513834481587,0.7662985670889302,0.02907413953173258
u: MiguelBel,0.4277104970234008,0.764847178088826,0.02873050705835108
u: MikePolinske,0.4925555555555548,0.7325341983073081,0.04216125760649102
u: MindaugasBernatavicius,0.4268864258037606,0.7649912964334693,0.028723484675921767
u: MozaicWorks,0.42088024406016933,0.7611548841131225,0.028593842195840317
u: Mparaiso,0.4246028429465669,0.7649243586604431,0.028777496353115793
u: MrStanana,0.42375988567132516,0.7659519494348862,0.028469204319917583
u: MuhunKim,0.4320012253691761,0.7622548744517937,0.02924468306197714
u: Muki-SkyWalker,0.42801957924532413,0.7645501567290218,0.028712333944672572
u: Murodese,0.42806566777750504,0.762393817488378,0.029484384323339236
u: Nefaerious,0.45080157927131287,0.7591236809192394,0.03179829190091271
u: Newlifer,0.4190934792477983,0.7524362710843157,0.036049529527482464
u: Nezteb,0.41366666666666685,0.7259718883458162,0.03989490008769264
u: NghiaTranUIT,0.4268029973953349,0.7641847757241913,0.028578576330445273
u: Nil-R,0.4447768192006649,0.7652776720535919,0.02999717485336586
u: Nitzahon,0.42881600567511124,0.7593893949253516,0.029209002922908248
u: Notters,0.4552393444620362,0.7336799975325393,0.04165064642562417
u: OHTWertz,0.4277540394992631,0.7638878132519161,0.02857078640338342
u: Object-Bootcamp,0.424981301027495,0.765550498184366,0.028596391710835497
u: OlliV,0.45096135540832205,0.7405047469456761,0.03665785835525924
u: Olorin71,0.43069811735286895,0.7629884694020849,0.02898862744314006
u: Ookami86,0.4387754661424802,0.7578380744690801,0.030386158604843734
u: OpenGrid,0.42074165614267295,0.7658570656625241,0.028420418571269715
u: OriPekelman,0.43008879487349194,0.7642235103425168,0.028844356899895562
u: PI-Victor,0.417968727527931,0.7680926744863369,0.02910861264234249
u: Pana,0.42649790847734437,0.7634140721523401,0.028644980894465075
u: Passw,0.4299220150441171,0.7631737258510253,0.03249907001745057
u: Pavi-Bhatter,0.442587358682934,0.7602569225585557,0.030674227605696856
u: Pedneri1,0.42933353992282924,0.7636109645192108,0.028732757288166242
u: PenLyMeng,0.42770172468771045,0.7652806398661401,0.02872372739308138
u: Perlmint,0.43062848533190506,0.763080950226684,0.029236417350364023
u: PhilipTrauner,0.4273354602793648,0.7654354707773849,0.028638283465369785
u: Pozo,0.42551134953777303,0.7635316997577061,0.028593249142231908
u: PranavMaddula,0.4355586509547635,0.7566688521338236,0.02966131722098817
u: QuakePhil,0.42522733728831713,0.7629535230096728,0.0284882873718979
u: QuantumInformation,0.4248066546826472,0.7646573990128361,0.0285633309403904
u: RaVbaker,0.42797228388004516,0.7640658812339159,0.02870362998072678
u: RahulSDeshpande,0.42846329982394266,0.7640449049887778,0.028891605631473583
u: Raistlfiren,0.4656851851851844,0.7234256557036932,0.04005298233495769
u: Randl,0.42539124634374725,0.764416281670589,0.02857938617059294
u: ReneKriest,0.4261352154008026,0.7649085437713913,0.02862472871404465
u: Reyurnible,0.12200000000000052,0.7299400648730481,0.03269072164948453
u: RickCarlino,0.42490217219626547,0.7651821223066019,0.028549257845066345
u: RickWong,0.44815657842377293,0.7630518324024218,0.030344305901636056
u: Riggs333,0.4305731467648217,0.7628349569079185,0.02890006471692158
u: RobertoMalatesta,0.42312374869979963,0.7650621037446477,0.02845635936537779
u: Royantony,0.4235080810084703,0.7639213099095483,0.028457336485950713
u: Sabartius,0.4255729654604705,0.7645155023423122,0.028575735941665334
u: SahilMak,0.4225473898284395,0.7659445271546,0.028672155312212528
u: Saka7,0.42716229418456947,0.7654213311695539,0.02864948149343736
u: Samthegreat16,0.46964858805606796,0.74394696971937,0.032941744540537436
u: SanderLi,0.4291855622461241,0.7644712918036404,0.028737064255089206
u: SaulLeal,0.42544480848081273,0.764782662848551,0.02892453568034405
u: Schweinepriester,0.5340555555555548,0.7346638616120489,0.04310820796565619
u: Sebastian001,0.4981351879240224,0.7280824586252567,0.04144180676262669
u: Senarin,0.43756446643626695,0.759530959911505,0.03078199558329037
u: Shadowantz,0.457633028433184,0.7504177879134635,0.0317177196470268
u: ShaneWilton,0.42203283872189395,0.7686261731978146,0.028468241711849033
u: Shikhin,0.42660351371524974,0.7622849899551135,0.029290774235311956
u: Shine-neko,0.4262841037119769,0.7656995366248832,0.028660744879448703
u: Shitaibin,0.46003428303549154,0.7569099123255731,0.03268842500705909
u: SimonWaldherr,0.43411999331111717,0.7577311836268841,0.029525582113536713
u: SmallJoker,0.4335453470915888,0.7630759390746746,0.029313264915040733
u: Sn3akyP3t3,0.41731747850397216,0.7673791511891823,0.02821714900794721
u: Sofia-Khan,0.48395715268648937,0.7397147859214201,0.03877961888707075
u: SoylentBob,0.42827615436231775,0.7651502377093696,0.028685468131796323
u: Spacecow99,0.57038888888889,0.7319109623492546,0.04067077189955418
u: SpeedZ,0.4291671883415935,0.7651888829976228,0.02880782298405584
u: StAlex74,0.4947038224863558,0.754117915783311,0.033201561033297786
u: Stankec,0.4657657177555799,0.7566088637491865,0.03152340409019771
u: StarTheWorld,0.4296083245439238,0.7651557342238888,0.028828259706354536
u: StarsEverywhere,0.427373394053794,0.7665999439775278,0.02876392936522096
u: SuThaw,0.41617442928266885,0.7653613390273682,0.028369109885517274
u: Suckzoo,0.4931333333333338,0.7471560629491315,0.0395606043693172
u: SusannahVila,0.429526751329333,0.7649360236114677,0.028808656682597307
u: Suui,0.42600423616003186,0.7662869619735307,0.028689613354291467
u: SyntaxColoring,0.44123631716656575,0.7637590451823849,0.030014818388025975
u: Szatanek,0.41090757917567794,0.7608198131869106,0.028978399823793695
u: TDD-Katas,0.5895429100270443,0.7331433071455957,0.04648967349941081
u: Takatakahan,0.4294416801613971,0.7639479876403553,0.028808026777093432
u: Talonas,0.4277588171096855,0.7644950527696425,0.028706782394850236
u: Tatsh,0.430229423800518,0.7631624469695069,0.02886067918237788
u: TechnoCompAcademyPuneIndia,0.43030780610378866,0.7633686345367765,0.028896719574321272
u: Technology-Hatchery,0.4253351849592818,0.7632596298333602,0.028635986102246293
u: Teejay005,0.5259166666666661,0.7293860271615232,0.04225768672469134
u: Telematica,0.4292304136513402,0.7649423076058584,0.028814966927357896
u: Teloah,0.4292930072544844,0.7649124147517106,0.02883398658474008
u: Terry-Weymouth,0.4292818238681921,0.7633784381123895,0.029125659090364988
u: TheJosh,0.42590497357008444,0.7650904362809862,0.028546622764037
u: Thog,0.43858203526806905,0.7677007312962366,0.029570012606381833
u: ThomasWunderlich,0.4248870308953544,0.7660316784468542,0.028832023116411733
u: Tolc,0.4267198045592473,0.7644272644608128,0.028623491551807215
u: TonyCois,0.4639074074074076,0.7299612555526972,0.041909508502579955
u: TreyVanderpool,0.36773623117550686,0.7529477713811493,0.03727576539176082
u: Trioblack,0.43658352534068295,0.7638311566070075,0.030438514562134762
u: TypeCobolOffshore,0.4293698663326556,0.765121635559146,0.028747366312722615
u: Unixware,0.4877037037037047,0.7403556945926971,0.03560457664896414
u: VerosK,0.42594759783852765,0.7648027509314507,0.02861926923792798
u: VinLexn,0.42643763982926824,0.7651503451607664,0.028744008349475096
u: VisualBean,0.4654397180886857,0.762258429095114,0.032208517702064274
u: Wahnfried87,0.42735153746734716,0.765553166214949,0.028729710077791473
u: Wanatchapong,0.4318387499338757,0.7625622838030963,0.02891078353261043
u: Wen777,0.42421377986798253,0.7640031441813085,0.02896165309067889
u: WorksOfBarry,0.4279882673719195,0.7651513484603099,0.028721632520961056
u: WyriHaximus,0.4938844781108472,0.7340089428892175,0.040924246853338495
u: Xe,0.4244233684270909,0.7647625073557488,0.028513035590984396
u: XingXFFu,0.42647427523053155,0.755204076570491,0.029798292461111802
u: Xperterra,0.42858317318974504,0.7647232423891053,0.02877264450219863
u: YanLinAung,0.43804584692492693,0.7657901011788072,0.029916514108752682
u: YerkoPalma,0.4403711135132761,0.7628530148242999,0.03004726528916451
u: ZuraGuerra,0.4553337778477058,0.7518510260276202,0.031118090658903363
u: a-leung,0.4247823231854797,0.764723599803473,0.028682835250823706
u: abdulrahman-tw,0.4237032223353385,0.7668735458364879,0.028604892140103148
u: abele,0.4271735256480112,0.7646313860564165,0.02867384315625062
u: abenedykt,0.4484648973655265,0.7589407419891838,0.03375238856151461
u: abma,0.42977224388036234,0.7637734015636929,0.028849364373707772
u: abraao,0.43136602438098093,0.7633672761203693,0.028834371203938967
u: abuzhynsky,0.4299326958209548,0.765221015602032,0.02880367574818392
u: acaramia,0.42832341358711784,0.7647607509630306,0.028785579267170635
u: acollins-ts,0.42642898754105,0.7637351165182982,0.02862363516099023
u: adamelso,0.4267671875233175,0.7643406926596981,0.02864539897094985
u: adarapata,0.4310728159467034,0.762176345222126,0.028967058479235096
u: addinall,0.42326767534548687,0.7621968230654567,0.029048970758676986
u: adelarsq,0.4531944444444419,0.7220159827005205,0.04153171508512917
u: adelevie,0.4297369393543882,0.7645449349314128,0.028769947667902154
u: adinapoli,0.4222172123104935,0.7704051776727923,0.02896858431412774
u: aerosol,0.42719384225169627,0.7635297273658049,0.02859757737384092
u: afromankenobi,0.42431903660230225,0.7650901437739299,0.028575464585124517
u: afronski,0.42828777696771025,0.7643948857210506,0.028680515683246227
u: agigleux,0.42745608579334216,0.764009239714372,0.028856605027951603
u: agileone,0.4333143491216235,0.763435766053945,0.02972728479577395
u: agocs,0.4338784060324212,0.7649028070833996,0.02955338921740165
u: aheusingfeld,0.422419669500734,0.7648121358112554,0.028440205068658457
u: ahhbees,0.43144738986983944,0.7653414317601323,0.02935093918660108
u: ajldsi,0.46731019254572453,0.7447137467717068,0.037429919040199496
u: ajwhitehead88,0.4288981167380085,0.7654378518166852,0.028825912651312947
u: akaliza,0.4292618514655153,0.7650957706694184,0.02885301075178605
u: akashgupta88,0.4437144221138639,0.7561666650153326,0.031309110032124894
u: akinnee,0.4327834522099733,0.7651799118003341,0.029277406935193977
u: akoskaaa,0.42472725923965354,0.7637185849347551,0.028638990606628056
u: alanwflood,0.4370996497785291,0.7592514291114819,0.029314298419394008
u: albab,0.4252142713737778,0.7633726962931918,0.029218348129600218
u: albertVel,0.490845624082657,0.7452321322794032,0.0380018102491181
u: albertotrece,0.43099744592558553,0.7625383948508161,0.02905856801734743
u: alder,0.4579180330413085,0.7562534681257682,0.03136309698329443
u: alebaffa,0.42680540441835957,0.7655450794115028,0.028726704888611735
u: alekratz,0.4285307892310473,0.7654452572417719,0.028750045627762257
u: alexamenosag,0.4284497877146489,0.7655831610837167,0.028844118306416287
u: alexboly,0.4276387993497459,0.7674089800021107,0.0287939246323519
u: alexfalcucc,0.4292266291977281,0.7635629501593356,0.028700265635019526
u: alexfreitas,0.4283111878099806,0.7646559989415891,0.028814913480157175
u: alexfreska,0.5712037037037051,0.7272115595321754,0.04062249397952397
u: alexsnaps,0.4313975868104139,0.7644602785767728,0.028973502588859522
u: alextercete,0.4273207587435623,0.7648053115523784,0.028769697176013125
u: alinalex,0.4284797051664453,0.7651548998089478,0.02873071313919255
u: almerak,0.44760452078520174,0.7550523891642582,0.031112386355207338
u: aln787,0.5397196914513082,0.7313369249071306,0.04334009645518791
u: alopes,0.4285414408955854,0.7644236492639137,0.02868294810175681
u: alpha123,0.4246617312684942,0.7642803115955087,0.028600748355923987
u: alvaropinot,0.43104088704140975,0.7647255702378127,0.02893297349921893
u: alwayrun,0.4400846253157566,0.7628532376726708,0.029628446220060344
u: amalxtech,0.4304015846779005,0.7632580257391168,0.02884154465799748
u: aminsabeti,0.47240960094561935,0.759392522351239,0.031897597616448045
u: amouly,0.4661649694167454,0.7455729389036269,0.03584082624283562
u: an-drew,0.43931701946521134,0.7615013226216468,0.030043899897477848
u: andlogic,0.4323987809435125,0.7655252505558846,0.02911475347187976
u: andreacivita,0.4428112139115588,0.7634790586804416,0.029894477150104275
u: andreassimon,0.4262492414879445,0.7634715293030078,0.0287051826008771
u: andreis,0.43041140926015653,0.7639616995917691,0.02903775415559444
u: andrelom,0.4263433658719352,0.7621351643195778,0.028514714581810197
u: andrewazores,0.48742263585316403,0.7491179124178031,0.03521434299427048
u: andrewda,0.43202620122827234,0.7633617135318611,0.02911062732344848
u: andrewstucki,0.4307580830656815,0.765259951503368,0.02897248287842235
u: andrij2012,0.43153225653318444,0.7637041456351829,0.029014514500683566
u: androsio,0.5328462063414465,0.7344560943901864,0.04223694519908055
u: andsel,0.42649793882718207,0.7642003293156138,0.02866624419237084
u: andufratu,0.42581889213274354,0.7627336461697586,0.028661821483750533
u: andy737,0.42923003285459316,0.7622867855931658,0.03083137104466241
u: andyfenelon,0.43003499097738845,0.7654181208793814,0.028870251089214677
u: andyjones,0.42028733758973513,0.7628351345121149,0.028848816103588738
u: andypetrella,0.42938475307834295,0.7648894673626563,0.02884151768675296
u: andypiper,0.43031744914318387,0.7660163660473253,0.028922749972562802
u: aneveu,0.5747122316941742,0.7379546474398914,0.041333479973920007
u: annejan,0.5763888888888895,0.728979831401039,0.042081289963229795
u: anooptrivedi,0.42717377904947496,0.7677838730902165,0.03151646228893655
u: antenando,0.43468078308527147,0.7652632788418229,0.029282478201737187
u: anthonyheckmann,0.4320894364000942,0.7659154250247949,0.028999521581390544
u: anthonypants,0.4425271909514493,0.7572176497880803,0.03162039720252659
u: anthyme,0.42399646091892074,0.767415354859016,0.028866171726363646
u: antivanov,0.4287473692928228,0.7649148672792158,0.028787802281992122
u: apk14,0.42915437491017383,0.7649469638940607,0.02885750964742434
u: aqrln,0.4265683707139134,0.7650817839947279,0.02909717820741568
u: aragilar,0.42888997324169553,0.7649190417476102,0.028606820966252777
u: archerface,0.4244637928294238,0.7644281113852105,0.02850430157101652
u: arlobelshee,0.4297314890511683,0.7648602441845935,0.028824388739245393
u: armbrustsamuel,0.4457903590676168,0.7637842128408334,0.030349787022792063
u: arokor,0.29399999999999915,0.7297247084310322,0.04362760416666648
u: artmotion,0.42419544640938656,0.7640293268888951,0.028475226872042833
u: artur-augustyniak,0.42872563066618347,0.7661788408089264,0.028736760850835565
u: arun-gupta,0.49601857259074267,0.7483279251524695,0.03541039105917808
u: arvidkahl,0.4268406153107446,0.7650862240426121,0.028659528885235357
u: arwagner,0.42477960473648785,0.7653046092404047,0.02862428228921745
u: aschiller8,0.42380221637731674,0.766410242410429,0.028756373025997452
u: asennikov,0.42346013581119984,0.7656091498669095,0.028451020042986292
u: ashdnazg,0.5713836070680928,0.734661984464218,0.040269439121867756
u: ashish12,0.42717355772687454,0.7648046849137449,0.02872724897074371
u: askadian,0.5288761744088193,0.7328430119826604,0.0412852533629929
u: astridliu,0.42625536894439003,0.7630953087628374,0.028555595760346855
u: atteroTheGreatest,0.4395062428052321,0.7616887046057357,0.029438805376502605
u: aug2uag,0.4836111111111112,0.7341244848940022,0.042475025186750066
u: aurora,0.4424857528911725,0.7651823197254788,0.029805804189424617
u: avenj,0.43391169396574725,0.7644972175763792,0.029382242491896603
u: awseward,0.4290755791783565,0.7656391709880311,0.028781343633687773
u: ayld,0.4262239835198426,0.7647812760564691,0.028579572157589803
u: azac,0.42374758111711186,0.7646632537493647,0.028453615766749738
u: azet,0.42637855308206163,0.7648758130190335,0.028643662823197833
u: b0nk,0.4483000895158187,0.756503101300382,0.03289001732830885
u: bamper,0.4247460488656159,0.7653532265479234,0.028659999258485048
u: bandit145,0.4268767559175441,0.7640280151311376,0.028637596284579667
u: banur2,0.44713428714726117,0.7650437672406986,0.030292594178622876
u: bartekkalinka,0.4282060962027187,0.7666421983663623,0.028711518569750755
u: bbarringer8,0.43161992585043185,0.7615887450410173,0.029035014515782092
u: bbnd16,0.45656979604221265,0.7514655783875925,0.03344486465733437
u: bchuminx,0.43170466731567797,0.7654625031205989,0.028912337735548226
u: bdpiparva,0.45091666666666713,0.722033970137897,0.04711209728355496
u: beeman,0.4277237041246715,0.7649592142626076,0.028666797533797597
